kode_klasifikasi;jenis_klasifikasi;jenis_arsip;waktu_aktif_num;waktu_aktif_ket;waktu_inaktif_num;waktu_inaktif_ket;nasib_akhir;nasib_akhir_ket
SM 06.04;Substantif;"Evaluasi : - Rencana Rapat Evaluasi Hasil Penilaian Kompetensi Peserta Pelatihan
- Undangan Rapat Evaluasi Hasil Penilaian Kompetensi
- Penyempurnaan Survei Evaluasi Penyelenggaraan Penilaian Kompetensi
- Permohonan Data Hasil Penilaian Kompetensi Peserta Pelatihan
- Penginputan Data Hasil Penilaian Kompetensi
- Penyampaian Hasil Kegiatan Uji Kompetensi
";2;;3;;Musnah;
SM 07.01;Substantif;"Internasional
Perjanjian Kerjasama Pengembangan Sumber Daya Manusia
dengan Institusi/Lembaga Internasional
";2;;4;;Musnah;
SM 07.02;Substantif;"Institusi/Lembaga
Perjanjian Kerjasama Pengembangan Sumber Daya Manusia dengan Insitusi/Lembaga
";2;;5;;Musnah;
SM 07.03;Substantif;"Universitas/Perguruan Tinggi
Perjanjian Kerjasama Pengembangan Sumber Daya Manusia
dengan Universitas/Perguruan Tinggi
";2;;3;;Musnah;
SM 08.01;Substantif;"Pengelolaan Data
- Permohonan Pendaftaran Nama Domain Rumah Belajar
- Percepatan Data Dosier Pegawai pada SIMPEG
- Data Peserta Workshop Penggunaan Aplikasi CBHRIS dan
e-Learning
- Undangan Rapat Pembahasan Sertifikat Elektronik
- Penyampaian Surat Keputusan Pimpinan tentang Penetapan Tim Penyusun Aplikasi Sertifikat Berbasis Elektronik dan SOP e-Sertifikat
- Pembangunan Aplikasi Test Potensi
- Pengembangan Aplikasi Rumah Belajar
";;Selama daat belum berubah;;;Permananen;
SM 08.02;Substantif;"Pengelolaan Jaringan
- Permohonan Dukungan Infrastruktur Teknologi Informasi
- Permohonan Dukungan Infrastruktur dan Jaringan
- Daftar Aplikasi pada Unit Kerja
- Perbaikan Kabel Fiber Optic (FO)
- Evaluasi Kelayakan Infastruktur Jaringan

";2;Tahun setelah audit;3;;Musnah;
SM 09.01;Substantif;"Perencanaan Program Perkuliahan
- Agenda Rapat Perencanaan Program Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Rapat Koordinasi Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permintaan Data Peserta Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan Izin dan Fasilitator/Penceramah Perkuliahan Politeknik Ilmu Pemasyarakatan
- Penyampaian Notula Rapat Koordinasi Perkuliahan
Politeknik Ilmu Pemasyarakatan
";2;;4;;Musnah;
SM 09.02;Substantif;"Kurikulum, Metode Standar/Mutu dan Pedoman Perkuliahan
- Undangan Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Perkuliahan Politeknik Ilmu Pemasyarakatan
- Penyampaian Notula Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Rapat Koordinasi Penyusunan Modul Perkuliahan Politeknik Ilmu Pemasyarakatan
- Rapat Koordinasi Optimalisasi Kegiatan Penyusunan Modul Perkuliahan Politeknik Ilmu Pemasyarakatan
- Penyusunan Modul Perkuliahan Politeknik Ilmu Pemasyarakatan
- Telaahan Perkuliahan Politeknik Ilmu Pemasyarakatan
";;Selama menjadi pedoman;4;;Musnah;
SM 09.03;Substantif;"Penyelenggaraan
- Pemberitahuan Penyelenggaraan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Pemanggilan Peserta Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan Pembukaan dan Penceramah Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Pembukaan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan Tenaga Pengajar Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan Ijin Kunjungan Lapangan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permintaan Kode Registrasi Alumni (KRA) Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permintaan Nomor Surat Tanda Tamat Pelatihan (STTP) Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan Penutupan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Penutupan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan  Pengiriman  Surat  Tanda  Tamat  Pelatihan
(STTP) Perkuliahan Politeknik Ilmu Pemasyarakatan
";2;;4;;Musnah;
SM 09.04;Substantif;"Evaluasi
- Pedoman Coach dan Mentor Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan sebagai Mentor Peserta Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan sebagai Penguji Seminar Aksi Perubahan Kinerja Organisasi Perkuliahan Politeknik Ilmu Pemasyarakatan
- Permohonan sebagai Coach Seminar aksi Perubahan Kinerja Organisasi Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Rapat Simulasi Persiapan Seminar Aksi Perubahan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Penyamaan Persepsi Penguji, Coach dan Mentor
Seminar Aksi Perubahan Perkuliahan Politeknik Ilmu
Pemasyarakatan
- Undangan Rapat Persiapan Seminar Rancangan Proyek Perubahan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Seminar Rancangan Proyek Perubahan Perkuliahan Politeknik Ilmu Pemasyarakatan
- Undangan Rapat Evaluasi Perkuliahan Politeknik Ilmu Pemasyarakatan
- Laporan Pelaksanaan Perkuliahan Politeknik Ilmu
Pemasyarakatan

";2;;4;;Musnah;
SM 10.01;Substantif;"Perencanaan Program Perkuliahan
- Agenda Rapat Perencanaan Program Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Rapat Koordinasi Perkuliahan Politeknik Ilmu Imigrasi
- Permintaan Data Peserta Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan Izin dan Fasilitator/Penceramah Perkuliahan Politeknik Ilmu Imigrasi
- Penyampaian Notula Rapat Koordinasi Perkuliahan
Politeknik Ilmu Imigrasi
";2;;4;;Musnah;
SM 10.02;Substantif;"Kurikulum, Metode Standar/Mutu dan Pedoman Perkuliahan
- Undangan Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Perkuliahan Politeknik Ilmu Imigrasi
- Penyampaian Notula Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Rapat Koordinasi Penyusunan Modul Perkuliahan Politeknik Ilmu Imigrasi
- Rapat Koordinasi Optimalisasi Kegiatan Penyusunan Modul Perkuliahan Politeknik Ilmu Imigrasi
- Penyusunan Modul Perkuliahan Politeknik Ilmu Imigrasi
- Telaahan Perkuliahan Politeknik Ilmu Imigrasi
";2;;4;;Musnah;
SM 10.03;Substantif;"Penyelenggaraan : - Pemberitahuan Penyelenggaraan Perkuliahan Politeknik Ilmu Imigrasi
- Pemanggilan Peserta Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan Pembukaan dan Penceramah Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Pembukaan Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan Tenaga Pengajar Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan Ijin Kunjungan Lapangan Perkuliahan Politeknik Ilmu Imigrasi
- Permintaan Kode Registrasi Alumni (KRA) Perkuliahan Politeknik Ilmu Imigrasi
- Permintaan Nomor Surat Tanda Tamat Pelatihan (STTP) Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan Penutupan Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Penutupan Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan Pengiriman Surat Tanda Tamat Pelatihan (STTP) Perkuliahan Politeknik Imigrasi
";2;;4;;Musnah;
SM 10.04;Substantif;"Evaluasi
- Pedoman Coach dan Mentor Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan sebagai Mentor Peserta Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan sebagai Penguji Seminar Aksi Perubahan Kinerja Organisasi Perkuliahan Politeknik Ilmu Imigrasi
- Permohonan sebagai Coach Seminar aksi Perubahan Kinerja Organisasi Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Rapat Simulasi Persiapan Seminar Aksi Perubahan Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Penyamaan Persepsi Penguji, Coach dan Mentor Seminar Aksi Perubahan Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Rapat Persiapan Seminar Rancangan Proyek Perubahan Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Seminar Rancangan Proyek Perubahan Perkuliahan Politeknik Ilmu Imigrasi
- Undangan Rapat Evaluasi Perkuliahan Politeknik Ilmu Imigrasi
- Laporan Pelaksanaan Perkuliahan Politeknik Ilmu Imigrasi

";2;;4;;Musnah;
LT 01.01;Substantif;"Kelompok Substansi Penelitian dan Pengembangan
Pembentukan Regulasi
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan pengembangan, pemantauan, evaluasi, dan pelaporan, serta pelaksanaan  koordinasi  dan  kerja  sama  penelitian  dan
pengembangan di bidang pembentukan regulasi.
";;;;;;
LT 01.02;Substantif;"Kelompok Substansi Penelitian Dan Pengembangan Penegakan Hukum :
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan pengembangan, pemantauan, evaluasi, dan pelaporan, serta pelaksanaan  koordinasi  dan  kerja  sama  penelitian  dan pengembangan di bidang penegakkan hukum.

";;;;;;
LT 01.03;Substantif;"Kelompok Substansi Penelitian dan Pengembangan
Pelayanan Hukum :
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan pengembangan, pemantauan, evaluasi, dan pelaporan, serta pelaksanaan  koordinasi  dan  kerja  sama  penelitian  dan
pengembangan di bidang pelayanan hukum.
";;;;;;
LT 02.01;Substantif;"Kelompok  Substansi  Penelitian  dan  Pengembangan  Sipil, Politik, dan Pembentukan Regulasi :
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan
pengembangan,  pelaksanaan  koordinasi  dan  kerja  sama penelitian dan pengembangan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan penelitian dan pengembangan di
bidang sipil dan politik dan pembentukan regulasi.

";3;;2;;"Musnah

";"kecuali Hasil
Penelitian dan
Pengembanga
n Hukum
berskala
nasional,
Permanen"
LT 02.02;Substantif;"Kelompok Substansi Penelitian dan Pengembangan Ekonomi,
Sosial, Budaya, dan Pembentukan Regulasi.
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan pengembangan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan penelitian dan pengembangan di
bidang ekonomi, sosial, budaya, dan pembentukan regulasi.
";3;;2;;"Musnah

";"kecuali Hasil
Penelitian dan
Pengembanga
n Hukum
berskala
nasional,
Permanen"
LT 02.03;Substantif;"Kelompok Substansi Penelitian dan Pengembangan Resolusi
Konflik dan Pembentukan Regulasi.
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan pengembangan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan penelitian dan pengembangan di
bidang resolusi konflik dan pembentukan regulasi.
";3;;2;;"Musnah

";"kecuali Hasil
Penelitian dan
Pengembanga
n Hukum
berskala
nasional,
Permanen"
LT 03.01;Substantif;"Kelompok Substansi Penelitian dan Pengembangan
Administrasi Fasilitatif
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan kebijakan, pelaksanaan penelitian dan pengembangan kebijakan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan kebijakan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan  penelitian  dan  pengembangan  di  bidang
administrasi fasilitatif.
";3;;2;;Musnah ;kecuali master, permanen
LT 03.02;Substantif;"Kelompok Substansi Penelitian dan Pengembangan Sumber
Daya Manusia
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan kebijakan, pelaksanaan penelitian dan pengembangan kebijakan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan kebijakan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan penelitian dan pengembangan di bidang sumber
daya manusia.
";3;;3;;;
LT 03.03;Substantif;"Kelompok Substansi Penelitian dan Pengembangan
Pengawasan.
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan kebijakan, pelaksanaan penelitian dan pengembangan kebijakan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan kebijakan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan  penelitian  dan  pengembangan  di  bidang
pengawasan.
";3;;4;;;
LT 04.01;Substantif;"Kelompok Substansi Analisis Data dan Informasi Penelitian
Hukum dan Hak Asasi Manusia
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran, pelaksanaan analisis data dan informasi, pemantauan, evaluasi, dan pelaporan pelaksanaan, pelaksanaan koordinasi  dan  kerja  sama  dibidang  analisis  data  dan
informasi.
";3;;3;;Musnah ;kecuali master, permanen
LT 04.02;Substantif;"Kelompok Substansi Pengembangan Teknologi dan Sistem
Informasi Penelitian Hukum dan Hak Asasi Manusia
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran, pelaksanaan analisis data dan informasi, pemantauan, evaluasi, dan pelaporan pelaksanaan, pelaksanaan koordinasi dan kerja sama dibidang teknologi dan sistem
informasi.
";2;Tahun setelah diperbaharui;2;;Musnah;
LT 04.03;Substantif;"Kelompok Substansi Pengelolaan Publikasi Ilmiah Penelitian
Hukum dan Hak Asasi Manusia
Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran, pelaksanaan analisis data dan informasi, pemantauan, evaluasi,   dan   pelaporan   pelaksanaan,   pelaksanaan
koordinasi dan kerja sama di bidang publikasi ilmiah.
";3;;2;;Musnah;
